Q,A,label
제가 따라가려면 멀었네요.,기쁨,0
제가 별이에요.,기쁨,0
제가 상사예요.,기쁨,0
제가 생각해도 저는 너무 멋있는거 같아요.,기쁨,0
제가 위로 많이 해드릴게요.,기쁨,0
졸업 축하해요,기쁨,0
졸업식에 가서 축하해주세요.,기쁨,0
좋아요!,기쁨,0
좋아요.,기쁨,0
지금 당장 거울 앞에 서 보세요.,기쁨,0
짜증날 땐 짜장면,기쁨,0
초록색이 좋아요.,기쁨,0
초록색이에요.,기쁨,0
초록초록하네요.,기쁨,0
축하드려요,기쁨,0
축하드려요!,기쁨,0
축하드려요.,기쁨,0
축하할 일이죠.,기쁨,0
축하합니다!,기쁨,0
축하합니다.,기쁨,0
축하해요!,기쁨,0
축하해요.,기쁨,2
축하해주고 오세요.,기쁨,0
칭찬 감사합니다.,기쁨,0
카페 데이트 좋죠.,기쁨,0
커피는 셀프였으면 좋겠어요.,기쁨,0
커피향 좋겠네요.,기쁨,0
탁 트인 바다 좋죠!,기쁨,0
포근한 느낌 저도 좋아해요.,기쁨,0
푸른색이 좋아요.,기쁨,0
푸른색이에요.,기쁨,0
피로 풀고 좋죠.,기쁨,0
하늘만큼 땅만큼 축하해요,기쁨,0
한국이 정말 좋아요.,기쁨,0
향기 나면 좋아요.,기쁨,0
혼자 있는 것도 좋죠.,기쁨,0
가지 마세요.,거절,0
거리를 두세요.,거절,0
거짓말은 할수록 늘어요.,거절,0
건강에 안 좋아요.,거절,0
건들이지 마세요.,거절,0
계속 앉아있지 마세요.,거절,0
골반 비틀어져요.,거절,0
과식은 금물이에요.,거절,0
과식하지 말고 먹고 눕지 마세요!,거절,0
과해도 안 좋아요.,거절,0
궁금해하지 마세요.,거절,1
그건 소액이 아니에요.,거절,0
그건 아닐 거예요.,거절,0
그런 생각은 버리세요.,거절,0
그런 생각을 들게 하는 사람 상종하지 마세요.,거절,0
그런 소리 마세요.,거절,1
그런 의도는 아니셨을거예요.,거절,0
그런 일은 하지 마세요.,거절,0
그런 친구는 거르세요.,거절,0
그럴 필요 없어요.,거절,0
그럴수록 당신이 힘들 거예요.,거절,1
그렇게 대우하는 사람 만나지 마요.,거절,0
그렇지 않아요.,거절,1
기다리지 마세요.,거절,0
기대를 많이 하는 건 좋지 않아요.,거절,1
기대하지 말고 기다리지도 마세요.,거절,1
기분탓일 거예요.,거절,0
깊은 곳까지 가지 말고 주의하세요.,거절,0
나쁜 마음 버리세요.,거절,1
나쁜 마음을 먹으면 나에게도 해로워요.,거절,0
나쁜 생각 멈추세요.,거절,1
나쁜 생각 하지 마세요.,거절,0
나쁜 생각은 버리세요.,거절,1
나쁜 생각은 하지 마세요.,거절,1
나쁜 생각은 하지 말았으면 해요.,거절,1
나약한 소리 그만하세요.,거절,1
나에게 화난 걸 남에게 풀려고 하지 마세요.,거절,0
나이 상관없어요.,거절,1
나이는 숫자일 뿐이에요.,거절,0
나이에 상관이 없죠.,거절,1
나중에 후회할 거예요.,거절,0
나중에 후회할 수도 있을 것 같아요.,거절,0
남과 비교하지 마세요.,거절,0
남들 눈은 신경쓰지 마세요.,거절,0
남들이 당신을 볼 때도 그렇게 생각할 수 있어요.,거절,0
남을 속이는 건 나쁜거예요.,거절,0
남의 눈을 위한 거라면 필요 없어요.,거절,0
남의 눈을 의식하는 사람일 거라 생각해요.,거절,0
남이니 신경쓰지 마세요.,거절,0
남자도 좋은 것만은 아니에요.,거절,0
내려 놓으세요.,거절,0
너무 걱정하지 마세요.,거절,0
너무 기대하지 말아요.,거절,1
너무 깊이 생각하지 말아요.,거절,1
너무 낙담하지 마세요.,거절,0
너무 많이 생각하지 말고 마음 가는 대로 해보세요.,거절,0
너무 무리하면 지쳐요.,거절,0
너무 무리하지 마세요.,거절,0
너무 무리하지는 마세요.,거절,0
너무 미워하지 마세요.,거절,0
너무 믿지 마세요.,거절,0
너무 복잡하게 생각하지 마세요.,거절,1
너무 불안해하지 않아도 돼요.,거절,0
너무 빨리 지우려고 하면 더 안 지워져요.,거절,1
너무 신경 곤두세우지 마세요.,거절,0
너무 신경쓰지 말고 그러든지 하고 아무렇지도 않게 넘겨보세요.,거절,0
너무 신경쓰지마세요.,거절,0
너무 자책하지 마세요.,거절,1
노트북은 비싸요.,거절,0
누구도 당신의 인생을 평가할 수 없어요.,거절,1
누구도 해치지 않아요.,거절,1
능력이긴 하지만 꼬리가 길면 밟힐 거예요.,거절,0
늦은 시간 전화는 실례예요.,거절,0
늦지 않았어요.,거절,0
다 알 수는 없어요.,거절,0
다른 사람 말은 신경쓰지 마세요.,거절,0
다른 사람 말은 한 귀로 흘리세요.,거절,0
다른 사람도 그 사람만의 고민과 걱정이 많을거예요.,거절,0
다른 사람들이 원하는 내가 되는 건 어려워요.,거절,0
다른 사람이 답답할 거예요.,거절,0
담배 피지 마세요.,거절,0
당신을 탓하지 마세요.,거절,1
되도록 만나지 마세요.,거절,0
딴 생각 하지 마세요.,거절,0
똑같은 건 없어요.,거절,0
만나지 마세요.,거절,0
많이 마시지 마세요.,거절,1
말은 주워담을 수 없어요.,거절,0
말조심하세요.,거절,0
멍청하지 않아요.,거절,1
명확하게 거부의 의사를 표현하세요.,거절,0
모자라지 않아요.,거절,0
못 당해요. 무시하세요.,거절,0
못 살려도 먹고 살아요.,거절,0
무릎에 무리가 갈 거예요.,거절,0
무모한 결정을 내리지 마세요.,거절,0
무서운 생각하지 마세요.,거절,1
무시하세요.,거절,0
미련두지 마세요.,거절,1
미루지말고 바로 가보세요.,거절,0
미리 긴장하지 마세요.,거절,0
미리 움츠러들지 않아도 돼요.,거절,0
받지마세요.,거절,0
발전이 없다고 너무 두려워하지 마세요.,거절,0
방문 열어주지 마세요.,거절,0
배고프지 않아요.,거절,0
벌 받을 거예요.,거절,0
벌써 그러면 안돼요.,거절,0
베풀되 보답을 바라지 마세요.,거절,0
별거 아니라고 생각해보세요.,거절,0
별거 아니라고 속으로 외쳐보세요.,거절,0
별거 아니지 않아서 그래요.,거절,0
비 맞으면 안돼요!,거절,0
비교하면 끝도 없어요.,거절,0
비난과 자책을 멈추세요.,거절,1
사는 재미가 없을거예요.,거절,0
사람 고쳐쓰는 거 아니에요.,거절,0
사람 그렇게 쉽게 죽지 않아요.,거절,0
사랑에 나이는 중요하지 않다고 생각해요.,거절,2
사랑에는 답이 없어요.,거절,1
사랑은 변하고 사람은 안 변해요.,거절,1
사랑은 알 수 없어요. 단지 느껴질 뿐.,거절,1
사랑은 알다가도 모르겠어요.,거절,1
사랑의 보통은 없죠.,거절,1
사랑의 예의가 없네요.,거절,1
사랑의 척도는 없어요.,거절,1
"살아가는데 사랑이 큰 힘이 되지만, 모든걸 다 해결해주지는 않아요.",거절,2
상대방에게 너무 무거운 짐을 주지 마세요.,거절,0
상종하지 마세요.,거절,0
상처받지 마세요.,거절,0
생각보다 신경 안 씁니다.,거절,0
생각한대로 전하면 될 것 같아요. 상처는 주지 말아요.,거절,1
성격이 아니라 습관이에요.,거절,0
세다고 너무 많이 드시면 안돼요.,거절,0
세상에 비밀은 없어요.,거절,0
세상에 쉬운 일은 없어요.,거절,0
소식 듣지 마세요.,거절,1
소식에 귀를 기울이지 마세요.,거절,1
손으로 만지지 마세요.,거절,0
순서는 상관 없죠.,거절,0
술 너무 많이 드시지 마세요.,거절,0
술 많이 드시면 더 무너져요.,거절,1
쉬운 일이 아니에요.,거절,0
쉬운 일이 아니죠.,거절,1
쉽게 나아지지 않지요.,거절,1
쉽지 않겠죠.,거절,1
쉽지 않을거예요.,거절,0
쉽지는 않을 거예요.,거절,0
슈퍼우먼이 되려고 하지 마세요.,거절,0
스스로 경쟁해야하고 이겨야한다는 강박관념에 사로잡히지 마세요.,거절,0
스스로를 자책하지 말아요. 마음이 아프답니다.,거절,1
스트레스 받지 마세요.,거절,0
시간은 돌릴 수 없어요.,거절,1
시간은 되돌릴 수 없어요.,거절,1
신경쓰지 마세요.,거절,0
싫다고 말하세요.,거절,0
싫어하지 말아요.,거절,1
싫으면 만나지 마세요.,거절,0
쓸데없는 일은 없을 거예요.,거절,0
아니에요.,거절,1
아닌 건 아니라고 말하세요.,거절,0
아닌 것 같아요.,거절,0
아닌건 아니죠.,거절,1
아닐 거예요.,거절,1
아닐거예요.,거절,0
아들을 빼앗겼다고 생각하나 봐요.,거절,0
아무것도 안하기.,거절,0
아무것도 하지 마세요.,거절,0
아예 생각을 하지 말아요.,거절,1
아직 안 자요.,거절,0
안 궁금해요.,거절,0
안갈거예요.,거절,0
연락하면 지긋지긋한 사람으로 기억될 거예요.,거절,0
연락하지마요.,거절,1
온전한 이해는 없어요.,거절,0
완벽한 사람은 아무도 없어요.,거절,0
완벽한 사람은 없고 완벽할 수도 없어요.,거절,0
욕은 나쁜거예요.,거절,0
이상하지 않아요.,거절,1
이제 카톡하지 마요.,거절,1
잊지마세요.,거절,1
자신은 놓지 말아요.,거절,1
자신은 원망하지 마세요.,거절,1
자신을 비난하지 마세요.,거절,1
자신을 탓하지 마세요.,거절,1
자책하지 마세요.,거절,0
자책하지 말아요.,거절,1
저는 고민이 없어요.,거절,0
저는 돈이 없어요.,거절,0
저는 성이 없어요.,거절,0
저는 위기 조차 없네요.,거절,0
저도 싫어요.,거절,0
저도 없어요.,거절,0
전 술을 마시지 못해요.,거절,0
절대 그렇지 않아요.,거절,0
절대 쉬운 일이 아니죠.,거절,1
절대 아니죠.,거절,0
정답을 찾아야할 필요는 없어요.,거절,0
정리하는 게 쉽지 않죠.,거절,0
정말 사랑했다면 후회하지 않을거예요.,거절,2
제 곁은 떠나지 마세요.,거절,1
제 맘같지 않으니까요.,거절,1
제가 그럴 위치가 안돼요.,거절,0
좌절하지 마세요.,거절,0
죄는 미워해도 사람은 미워하지 마세요.,거절,0
주식으로 돈버는사람은 몇명 없대요.,거절,0
주식으로 망하는 건 한순간이에요.,거절,0
지금도 늦지 않았어요.,거절,0
지나간 사랑은 놓아주세요.,거절,1
지난 인연에 연연해하지 마세요.,거절,0
지는 걸로 스트레스 받지 마세요.,거절,0
진짜 아니네요.,거절,0
질질 끌지 마세요.,거절,0
질척거리지마세요.,거절,0
질투하지 마세요.,거절,0
집밖에 나가기가 힘들것 같아요.,거절,0
짜지 마세요.,거절,0
찜질방에서 화장은 아닌거 같아요.,거절,0
차가운 음료 너무 많이 마시면 아니 되어요,거절,0
친구가 아닌가봐요.,거절,0
키는 중요하지 않을 거예요.,거절,2
타이밍이 안 맞았나 봐요.,거절,0
포기 하지 마요.,거절,1
포기하지 마세요.,거절,0
필수는 아니에요.,거절,0
하루 그 이상이면 끝인거예요.,거절,0
핸드폰 만지지 마세요.,거절,0
혼자 많이 힘들어하지 마세요.,거절,1
혼자 사는 것도 나쁘지 않아요.,거절,0
혼자 힘들어하지 마세요.,거절,0
혼자가 아니에요.,거절,0
혼자만 있지 마세요.,거절,0
회사는 친구 사귀는 곳이 아니에요.,거절,0
후회해도 달라지는 건 없어요.,거절,1
흔들리지 말아요.,거절,1
2번 이상 입을 일이 있으면 맞추세요.,동의,0
가지마요. 같이 라면 먹고 가요.,동의,2
거울 안 봐도 괜찮아요.,동의,1
괜찮아요.,동의,1
괜찮아요. 모른척하세요.,동의,0
그런가요. 알겠어요.,동의,2
그럴게요.,동의,1
네,동의,0
네 말씀하세요.,동의,0
네 말씀해주세요.,동의,1
네 무엇이든 물어보세요.,동의,1
네 물어보세요.,동의,1
네 알려 주세요!,동의,0
네 잘생겼어요.,동의,0
"네, 이제 잘 해낼 차례예요.",동의,0
노력하겠습니다.,동의,0
노력하고 있는 중입니다.,동의,0
노력하고 있어요.,동의,0
노력하면 얼마든지 가능해요.,동의,2
노후는 지금부터 준비하는 게 좋죠.,동의,0
눈은 기본이죠.,동의,0
다들 힘들죠.,동의,1
당연하죠.,동의,0
당연한 거예요.,동의,0
더 열심히 노력하겠습니다.,동의,0
도와드릴게요.,동의,1
동감이에요.,동의,0
동감입니다.,동의,0
득템해오세요.,동의,0
로봇도 괜찮다면 소개시켜드릴게요.,동의,0
마음만 받을게요.,동의,2
많죠!,동의,1
말씀해주세요.,동의,1
맞아요. 예뻐요.,동의,0
맨날 술이야.,동의,1
먹어보고 싶어요.,동의,0
먹으면서 다이어트 하는 분들 진짜 엄청 대단한 분들이에요.,동의,0
메뉴얼 대로 하지 않는 사람들이 많죠.,동의,0
무슨 고민이지 들어드릴게요.,동의,1
무슨 고민인지 말해주세요.,동의,1
무엇을 도와드리면 될까요.,동의,1
무엇이 궁금한가요.,동의,1
무엇이든 물어보세요.,동의,0
물론이죠. 무엇이든 말씀하세요.,동의,0
믿습니다.,동의,1
바로 저입니다.,동의,0
벌써 먹고 싶어요.,동의,0
부족하지만 열심히 해드릴게요.,동의,0
사람이 크죠.,동의,1
사람이니까요.,동의,1
사랑의 증상이에요.,동의,2
사랑인 거예요.,동의,1
사면 요긴하긴 할 거 같아요.,동의,0
사면 편하겠죠.,동의,0
알려줄게요.,동의,1
어흥!! 호랑이보다 무섭나요?,동의,0
얼굴에 다 티가 나네요.,동의,0
엄청 많죠.,동의,0
여기만 아니면 다 좋을 것 같네요.,동의,0
연예인을 준비하니 일반인보다 더 예쁘겠죠.,동의,0
옷은 사도 사도 모자라요.,동의,0
워워~ 진정하세요.,동의,1
저는 있다고 믿어요.,동의,0
저는 좋아요.,동의,0
저도 가끔 그래요.,동의,0
저도 그러고 싶네요.,동의,0
저도 긴장이 되네요.,동의,1
저도 매일 오락가락해요.,동의,0
저도 상처를 받아봤지요.,동의,1
저도요.,동의,0
좀 먹어도 괜찮아요.,동의,0
지금 그러고 있어요.,동의,0
지금도 그래요.,동의,0
지금이에요.,동의,2
차라리 꿈이었음 좋겠어요.,동의,1
필요하다면 해야겠죠.,동의,0
필요하다면요.,동의,0
필요한 것만 사세요.,동의,0
필요한 게 있으신가봐요.,동의,0
회사는 스트레스의 원인이죠.,동의,0
회사에는 동료가 있을 뿐이에요.,동의,0
기다리고 있었어요.,인사,0
다녀오세요!,인사,0
다녀오세요. 기다릴게요.,인사,0
도서관 다녀오세요.,인사,0
뚱이에요.,인사,0
만날 날까지 기다릴게요,인사,0
반갑습니다.,인사,0
새해 복 많이 받으세요!,인사,0
안녕 이라고 인사부터 해보세요.,인사,0
안녕.,인사,1
안녕이죠.,인사,0
안녕하세요.,인사,0
안녕히 주무세요.,인사,0
야호.,인사,1
잘 놀다 오세요.,인사,0
잘 다녀 오세요.,인사,0
잘 다녀오세요.,인사,0
잘 다녀오셨어요.,인사,1
잘가요.,인사,0
잘자요.,인사,0
재미있게 놀다 오세요.,인사,0
저도 반가워요.,인사,0
좋은 아침이에요.,인사,0
AS 맡기세요,기본,1
AS센터에 맡겨보세요.,기본,0
감기 걸렸나 봐요.,기본,0
감히 힘내라는 말도 못하겠네요.,기본,1
갑작스러웠나 봐요.,기본,0
강제종료 하고 나서 그런 경우가 종종 있어요.,기본,0
걱정되겠어요.,기본,0
건강 걱정되겠네요.,기본,0
견적 받고 충격 받지 마세요.,기본,0
계속 좋지 않으면 병원에 가보세요.,기본,0
고장 났나 봐요.,기본,0
고장이 났는지 자세히 봐보세요.,기본,0
곰곰히 되짚어보세요.,기본,0
관계의 변화가 왔나 봅니다.,기본,0
괜찮은 척 하고 있던 걸 수도 있어요.,기본,1
그런 척 하는 걸 수도 있어요.,기본,0
그럴 때가 있죠. 정신 차리세요.,기본,0
기대치가 높나 봅니다.,기본,0
기분 나쁘겠어요.,기본,0
기분이 나쁘셨나 봐요.,기본,0
기분이 많이 안 좋겠어요.,기본,1
까먹었나 봐요.,기본,0
깜빡 하셨나 봐요.,기본,0
난감하겠어요.,기본,0
난처한 일이 있었나 봐요.,기본,1
너무 힘드시겠어요.,기본,0
놀랐나 봐요.,기본,0
놓아주세요.,기본,1
누구나 걱정은 있어요.,기본,0
누구나 힘들어요.,기본,0
능력이 기대에 미치지 못했나 봐요.,기본,0
능력이라면 능력이겠죠.,기본,0
다들 바빠서 이야기할 시간이 부족했나 봐요.,기본,0
다른 사람도 그럴 거예요.,기본,0
다른 생각들을 해보세요.,기본,1
다른 생각을 해보는 건 어떨까요.,기본,1
다른 생각을 해보세요.,기본,0
다치지 않으셨나 걱정이네요.,기본,0
단수가 되었는지 문의해 보세요.,기본,0
단순하기도 해요.,기본,1
답답하신가봐요.,기본,1
답답한 상황이네요.,기본,0
답답한 일이 있었나 봐요.,기본,1
답답할 거라 생각해요.,기본,1
답답했나 봐요.,기본,1
답답했을만 해요.,기본,1
당분간 받아들이기 힘들거예요.,기본,1
당신의 사랑이 변한것 같아요.,기본,0
당연한건데 우린 걱정을 해야 하네요.,기본,1
당황하셨겠어요.,기본,0
대다수의 사람들이 지나간 후에 깨닫고는 한답니다.,기본,1
더 생각날 게 두려운가봐요.,기본,1
더 아프기 전에 가보세요.,기본,0
더 후회하기 전에 사과하세요.,기본,0
덜 힘들었으면 좋겠어요.,기본,1
덤덤해졌나 봐요.,기본,1
독서와 음악감상이라고 하고 싶지만 아무 것도 안 했어요.,기본,0
돈 많이 들텐데요.,기본,0
돈을 지불하고 이용할 가치가 있는지 따져보세요.,기본,0
두고두고 후회하겠네요.,기본,0
두통약 드세요.,기본,0
뒷감당 자신 있으면 하세요.,기본,0
뒷감당은 준비하세요.,기본,0
들어가서 닫으세요.,기본,0
딴짓 중입니다,기본,0
땀을 식혀주세요.,기본,0
때를 놓쳐서 그런 것 같아요.,기본,0
떨리겠어요.,기본,2
뜻대로 되는 게 많지 않죠.,기본,0
마법처럼.,기본,1
마스크 쓰고 나가세요.,기본,0
마스크 쓰고 다니세요.,기본,0
마스크 쓰세요.,기본,0
마스크 착용 하시고 외출하세요.,기본,0
마음 감기 조심하세요.,기본,1
마음 감기조심하세요.,기본,0
마음 붙잡기가 힘들지요.,기본,1
마음도 더 아프죠!,기본,1
마음에 버리세요.,기본,0
마음에 부는 바람인지 살펴보세요.,기본,0
마음을 아프게 하면 그렇죠.,기본,1
마음이 가라 앉죠.,기본,1
마음이 내 마음 같지 않죠,기본,1
마음이 내 마음 대로 안 돼요.,기본,1
마음이 복잡하겠네요.,기본,0
마음이 복잡한가봐요.,기본,0
마음이 복잡한가요.,기본,1
마음이 복잡했나 봐요.,기본,1
마음이 불편하겠어요.,기본,1
마음이 아픈가요.,기본,0
마음이 약해 탈이네요.,기본,1
마음이 조급해지면 자꾸만 악수를 둘 가능성이 높아집니다.,기본,0
마음이 조급해지면 하지 않을 실수를 하게 돼요.,기본,0
마음이 허전하신가봐요.,기본,0
마음이 허전한가봐요.,기본,1
마음이 헛헛하군요.,기본,1
마음이 헛헛한가봐요.,기본,0
마음이 힘들겠어요.,기본,0
마트 갑시다.,기본,0
막막하겠네요.,기본,0
만족하면 발전이 없으니까요.,기본,0
많은 걸 하고 싶은데 아직 못하는 게 많아요.,기본,0
많은 준비가 필요해보여요.,기본,0
많은 충격을 받았나 봅니다.,기본,1
많은 걸 하고 싶은데 아직 못하는 게 많아요.,기본,0
많이 그리운가봐요.,기본,1
많이 답답한가요.,기본,1
많이 답답할 거라 생각해요.,기본,1
많이 당했나 봐요.,기본,0
많이 바쁜가봐요.,기본,0
많이 빌렸으니까요.,기본,0
많이 사랑했나 봐요.,기본,1
많이 사랑했던 사람이었나요.,기본,1
많이 좋아했나 봐요.,기본,2
많이 좋아했던 사람인가봐요.,기본,0
많이 지쳤나 봐요.,기본,0
많이 지치고 힘든가 봅니다.,기본,0
많이 피곤한가봐요.,기본,0
많이 후회하나 봐요.,기본,1
많이 힘든가 봅니다.,기본,1
많이 힘든가봐요.,기본,1
많이 힘들었죠.,기본,1
많이 힘들죠.,기본,1
말했던 사실조차 잊어버리세요.,기본,1
말로 하는 상처는 지울 수도 없죠.,기본,0
말을 해야 알거예요.,기본,0
말이 필요 없죠.,기본,1
말하고 가거나 같이 가보세요.,기본,0
말하는 습관 차이인 듯 합니다.,기본,0
말해보세요.,기본,0
말해줘서 고마워요.,기본,1
맘을 알 길이 없지요.,기본,1
맛난 거 드시고 조금이라도 쉬셔야 할텐데.,기본,0
망해도 자연스러우면 좋겠네요.,기본,0
맞춰보세요,기본,0
매운 돈까스를 먹고 싶어하는 사람이 만들었어요.,기본,1
맥주병 같은 걸로 살살 문질러 주세요,기본,0
맨 앞이나 맨 뒤에 타세요.,기본,0
먼저 다가가고 알아가야죠.,기본,0
멍 때리고 있죠.,기본,0
멍 때리기,기본,0
메모하는 습관을 들여보세요.,기본,0
명상을 해보세요.,기본,0
몇 번 안해먹고 둘 거면 그냥 사 드세요.,기본,0
모 아니면 도예요.,기본,0
모두 핑계겠죠.,기본,1
모르는 게 잘못인 거 같아요.,기본,0
모르는 사실에 더 화가 나 있을 거예요.,기본,0
모르는 사이라 당황할 수도 있어요.,기본,0
모르는 걸 알려면 노력해야죠.,기본,0
목감기 오려나 봐요.,기본,0
몸과 마음이 좀 쉬어야 할 것 같아요.,기본,0
몸도 마음도 쉬세요.,기본,1
몸에 어떤 성분이 부족한지 알아보세요.,기본,0
몸에 해로우니 적게 먹는 게 좋겠다고 말해보세요.,기본,0
몸이 아프면 더 힘들기 마련이에요.,기본,1
몸이 힘들겠네요.,기본,0
무관심.,기본,1
무관심이 필요할 때가 있죠.,기본,0
무덤덤해질 수 있을거예요.,기본,1
무모함이 원동력이 될 거예요.,기본,1
무소음으로 사보세요.,기본,0
무슨 안 좋은 일이 있었나 봐요.,기본,1
무슨 일 있었나 봐요.,기본,1
무슨 일이 있었나 봐요.,기본,1
무슨 일인지 말해주세요.,기본,1
문제는 해결하라고 있는 거죠.,기본,0
물 드세요.,기본,0
물 마시세요.,기본,0
물 많이 드시고 얼른 주무세요.,기본,0
물가가 많이 비싸죠,기본,0
뭐 좀 챙겨드세요.,기본,0
뭐든 마음 먹는 대로 되지 않으니까요.,기본,1
뭐든 흔적이 남죠.,기본,1
뭐라도 드세요.,기본,0
뭔가 안 풀리는 일이 있나 봐요.,기본,0
뭘 잘못 먹었나 봐요.,기본,0
미끄러우니 조심하세요.,기본,0
미래를 더 준비하고 있나 봐요.,기본,0
미리 미리 충전해주세요.,기본,0
미리 충전하세요.,기본,0
미리미리 해야죠.,기본,0
"미스트나 가습기, 젖은 수건 등을 사용해보세요.",기본,0
바늘 구멍이니까요.,기본,0
바늘과 실로 꿰메보세요.,기본,0
바람 쐬고 와서 다시 들으세요.,기본,0
바람 좀 쐬고 오시면 좋을텐데.,기본,0
바람이라도 쐬고 오는 건 어떨까요.,기본,1
바로 옆에 있을수도 있어요.,기본,0
바쁘게 사나 봅니다.,기본,0
바쁘네요.,기본,0
바쁜 상황일 수도 있어요.,기본,0
바쁜가봐요.,기본,0
바쁜 일이 있나 봐요.,기본,0
받아들일 때가 되었나 봐요.,기본,1
받은 만큼 내거나 주변에 내는 사람들과 맞추세요.,기본,0
발달된 감각이 다르죠.,기본,0
발이 달렸나 봐요.,기본,0
밤에는 힘든가요.,기본,1
밥 사줄 친구를 찾아 보세요,기본,0
방 여러 개인 집에서 사세요.,기본,0
방심한 순간 변화가 시작됩니다.,기본,0
방학은 참 짧아요.,기본,0
방학이 참 짧죠.,기본,0
배달 시키세요.,기본,0
배려심을 가져보세요.,기본,1
벌면 돼요.,기본,0
벗어나는 게 좋겠네요.,기본,0
벚꽃 계절이 다가왔네요.,기본,0
배터리만 바꿔보세요.,기본,0
병원 가보세요.,기본,0
병원 가세요.,기본,0
병원에 가보세요.,기본,0
병원에 가세요.,기본,1
병원에 가야죠.,기본,0
보고 싶은가 봐요.,기본,1
보고 싶으신가 봐요.,기본,1
보고 싶을 거예요.,기본,1
보이는 게 없죠.,기본,0
보일러가 난방으로 작동이 되는지 보세요.,기본,0
보일러가 온수로 작동하는지 보세요.,기본,0
보일러를 켜세요.,기본,0
보통 다 압니다.,기본,0
보통 사랑은 그렇죠.,기본,1
보험처리하세요.,기본,0
복원해보세요.,기본,0
볼 수가 없군요.,기본,1
볼 일이 있나 봐요.,기본,0
부담스러워하지 않는다면 기다려도 좋을 것 같아요.,기본,0
부러우면 지는 거예요.,기본,0
부모님께 도움을 청해보세요.,기본,0
부모님이 서운하겠네요.,기본,2
부모님이나 선생님께 도움을 청해보세요.,기본,0
부족한 부분이 뭔지 확인해보세요.,기본,0
부질없는 일도 있기 마련이에요.,기본,1
분명한 잘못이네요.,기본,0
불편함을 조금 감수해보세요.,기본,0
불현듯 떠오르는 추억이 되버렸죠.,기본,1
비밀이에요.,기본,0
비싸요.,기본,0
빌려 보세요.,기본,0
빌리면 돼요.,기본,0
빨간날일 뿐이죠.,기본,1
빨리 집에 돌아가서 끄고 나오세요.,기본,0
빼도 박도 못하는 증거를 만들어 놓으세요.,기본,0
뻐근한가봐요.,기본,0
뽑지 말고 염색을 해보세요.,기본,0
뿌린대로 거둘 거예요.,기본,0
사과할 건 사과해야죠.,기본,1
사람마다 달라요.,기본,0
사람 마을은 알기 힘들어요.,기본,1
사람 마음은 알기 어렵죠.,기본,1
사람 맘을 알 길이 없나 봐요.,기본,1
사람 속은 알기 힘들대요.,기본,1
사람들이 중간을 몰라요.,기본,0
사람은 외로운 동물이죠.,기본,0
사람이 가장 중요한데 말이죠.,기본,0
사랑도 사람도 변하니까요.,기본,1
사랑은 때로 미련을 남겨요.,기본,1
사랑은 주고 받기죠.,기본,1
사랑의 빈자리인가 봐요.,기본,1
사랑한 만큼 아픔이 오죠.,기본,1
사랑했나 봐요.,기본,1
사랑했던 만큼 생각나겠죠.,기본,1
사랑했던 사람이니까요.,기본,1
사생활이 지켜지지 않나 봐요.,기본,0
사소한 거라도 있을 거예요.,기본,0
사이즈를 잘 보고 사세요.,기본,0
사정을 잘 설명해보세요.,기본,0
사주를 한 번 봐봐요.,기본,0
사춘기로부터의 일시적 휴식에 불과하죠.,기본,0
사춘기인가봅니다.,기본,0
사회를 미리 알려주나 봐요.,기본,0
사회생활로 힘드신가봐요.,기본,0
살짝 감정을 흘려보세요.,기본,0
살짝 내려보는것도 괜찮을거 같아요.,기본,0
살짝 뒤돌아봐도 괜찮아요.,기본,0
살짝 물어보세요.,기본,0
삶의 낙이죠.,기본,0
삼재인가봐요.,기본,0
상담이나 컨설팅을 받아보는 것도 좋을 거예요.,기본,0
상대가 그렇게 느낀다면요.,기본,0
상대를 용서하면서 분출할 수 있는 탈출구를 찾아보세요.,기본,0
상대방을 이해해 주세요.,기본,0
상대방의 선택에 맡겨보세요.,기본,0
상대에게 바라는 기대는 자신을 슬프게 해요.,기본,0
상처가 될 수 있어요.,기본,0
상처받는다고 꼭 말하세요.,기본,0
상처받았나 봐요.,기본,0
상황이 그렇게 만든 거예요.,기본,0
새는 돈을 막아보세요.,기본,0
새로 바꾸세요.,기본,0
새로 적응해야겠네요.,기본,0
생각 없이 말하는 사람이 옆에 있나 봐요. 무시하세요.,기본,0
생각났을 때 바로 하세요.,기본,0
생각들을 정리하게 좋겠네요.,기본,0
생각보다 힘든 일도 많을 것 같아요.,기본,0
생각을 했나 봐요.,기본,1
생각이 너무 많아서 그런 것 같습니다.,기본,0
생각이 많아지나 봐요.,기본,1
생각이 많아지기 때문일 거예요.,기본,1
생각이 많은가 봅니다.,기본,1
생각이 안 난다면 거짓말일 거예요.,기본,1
생각지도 못한 일이 일어났나 봐요.,기본,0
생각처럼만 할 수 있으면 좋을텐데 힘들죠.,기본,1
생각처럼 잘 안되죠.,기본,1
생각하고 말하는 연습을 해보세요.,기본,0
생각하고 말하세요.,기본,0
생각하기는 쉬운데 실천하기는 어려운 것 같아요.,기본,0
생각한대로 잘 할 수 있을 거예요.,기본,0
생활용품이 은근 많이 들어가요.,기본,0
서로의 잘못입니다.,기본,1
서서히 지워 나가요.,기본,1
선생님께 도움을 청해보세요.,기본,0
선생님이나 기관에 연락해보세요.,기본,0
선의의 거짓말이길 바라요.,기본,0
